id,latitude,longitude,deities_recorded,deity_groups,families,structure,images_present,temple_name,distance_to_ganga_m,hotspot_class
1722,25.320686,83.018257,Sitla Maa,Sitala Maa,Goddess,Free-standing,1,,268,3
1723,25.32089,83.01802,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,2,,293,3
1724,25.32089,83.01802,Siva,Shiva,Shaiva,Free-standing,1,,293,3
1725,25.320892,83.017943,Siva,Shiva,Shaiva,Tree,0,,301,3
1726,25.320894,83.017893,Siva,Shiva,Shaiva,Free-standing,1,,306,3
1727,25.323021,83.018329,Sitla Maa,Sitala Maa,Goddess,Free-standing,1,,367,0
1728,25.323312,83.018493,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,1,,379,0
1729,25.323147,83.018324,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,1,,377,0
1730,25.323053,83.018452,"Rama-Sita,RAMA,Rama family",Rama,Vaishnava,Temple complex,6,,361,0
1731,25.323246,83.018166,Krishna,Krishna,Vaishnava,Free-standing,5,,396,0
1732,25.322856,83.017898,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,2,,388,2
1733,25.323496,83.018411,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Temple complex,1,,400,0
1734,25.323682,83.017304,"Hanuman,Siva","Hanuman,Shiva","Hanuman,Shaiva",Free-standing,2,,445,0
1735,25.323755,83.0174,Hanuman,Hanuman,Hanuman,Tree-temple,1,,437,0
1736,25.3239,83.017573,Hanuman,Hanuman,Hanuman,"Tree,Tree-temple",1,,423,0
1737,25.323907,83.017613,Rama-Sita,Rama,Vaishnava,Temple complex,2,,423,0
1738,25.322681,83.016445,Hanuman,Hanuman,Hanuman,Free-standing,1,,337,3
1739,25.322565,83.016584,Siva,Shiva,Shaiva,Built into a wall,1,,335,3
1740,25.322313,83.016084,Hanuman,Hanuman,Hanuman,Free-standing,1,,282,3
1741,25.32218,83.015161,Siva,Shiva,Shaiva,Built into a wall,1,,227,3
1742,25.322059,83.015061,Krishna,Krishna,Vaishnava,Built into a wall,2,,211,3
1743,25.32212,83.014823,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Free-standing,20,Mahamrtyunjay mahadev,213,3
1744,25.322275,83.014665,Siva,Shiva,Shaiva,Free-standing,1,,228,3
1745,25.322308,83.014369,Hanuman,Hanuman,Hanuman,Free-standing,1,,231,3
1746,25.322296,83.014229,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,2,,230,3
1747,25.322315,83.013964,"__ Maa,Devi","Devi,Local Maa",Goddess,Free-standing,2,,237,3
1748,25.322344,83.014118,Siva,Shiva,Shaiva,Built into a wall,1,,237,3
1749,25.322234,83.014298,Sitla Maa,Sitala Maa,Goddess,Built into a wall,1,,223,3
1750,25.322109,83.015019,Ganesh,Ganesh,Ganesh,Built into a wall,1,,216,3
1751,25.319872,82.98793,"Hanuman,__ Bir Baabaa,Other,Siva-Parvati","Bir Baba,Hanuman,Other,Shiva-Parvati","Folk,Hanuman,Other,Shaiva","Temple complex,Tree,Free-standing",7,,534,0
1752,25.320747,82.987682,Other,Other,Other,"Free-standing,Tree-temple",1,,631,0
1753,25.323826,82.987088,"Hanuman,Siva","Hanuman,Shiva","Hanuman,Shaiva",Free-standing,3,,641,0
1754,25.323978,82.986896,Siva,Shiva,Shaiva,Free-standing,1,,630,0
1755,25.323375,82.986494,"Siva,Hanuman","Hanuman,Shiva","Hanuman,Shaiva","Free-standing,Tree-temple,Tree",2,,705,0
1756,25.324016,82.987517,"Hanuman,Siva family,Siva","Hanuman,Shiva,Shiva family","Hanuman,Shaiva","Free-standing,Temple complex,Tree",7,,612,0
1757,25.324241,82.990147,Other,Other,Other,Free-standing,1,,477,0
1758,25.324166,82.989832,"Siva,Other","Other,Shiva","Other,Shaiva",Built into a wall,4,,502,0
1759,25.324143,82.989123,"Devi,__ Bir Baabaa","Bir Baba,Devi","Folk,Goddess",Tree-temple,4,,568,0
1760,25.324165,82.98869,Siva,Shiva,Shaiva,Free-standing,3,,585,0
1761,25.324113,82.989047,"Siva,Hanuman,Other","Hanuman,Other,Shiva","Hanuman,Other,Shaiva",Free-standing,5,,574,0
1762,25.323294,82.98937,"Ganesh,Hanuman,Siva","Ganesh,Hanuman,Shiva","Ganesh,Hanuman,Shaiva","Free-standing,Tree,Temple complex",8,,518,0
1763,25.324735,82.991679,Siva,Shiva,Shaiva,Tree,2,,379,0
1764,25.324795,82.991271,Siva,Shiva,Shaiva,"Tree-temple,Free-standing",1,,414,0
1765,25.326155,82.99159,"Siva,Hanuman,Krishna,Other","Hanuman,Krishna,Other,Shiva","Hanuman,Other,Shaiva,Vaishnava","Free-standing,Temple complex",8,,459,0
1766,25.326318,82.989043,Siva,Shiva,Shaiva,Free-standing,1,,349,0
1767,25.326127,82.989064,Siva-Parvati,Shiva-Parvati,Shaiva,Built into a wall,2,,370,0
1768,25.324374,82.988202,"Siva,Other","Other,Shiva","Other,Shaiva","Free-standing,Tree",2,,564,0
1769,25.325139,82.988561,Siva,Shiva,Shaiva,Free-standing,1,,478,0
1770,25.29963,82.970128,Siva,Shiva,Shaiva,"Free-standing,Tree-temple",1,,72,0
1771,25.303205,82.971955,Hanuman,Hanuman,Hanuman,"Free-standing,Tree-temple",1,,235,0
1772,25.299417,82.970187,"Siva-Parvati,Hanuman,__ Maa","Hanuman,Local Maa,Shiva-Parvati","Goddess,Hanuman,Shaiva","Free-standing,Tree",4,,50,0
1773,25.304208,82.972375,"Siva,Siva-Parvati,Hanuman","Hanuman,Shiva,Shiva-Parvati","Hanuman,Shaiva","Free-standing,Tree-temple",6,,342,0
1774,25.301248,82.970902,Hanuman,Hanuman,Hanuman,Tree-temple,1,,9,0
1775,25.300932,82.970712,Krishna,Krishna,Vaishnava,Tree,2,,16,0
1776,25.300954,82.970708,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Tree,2,,18,0
1777,25.300677,82.970826,Siva,Shiva,Shaiva,Tree,0,,0,0
1778,25.299692,82.970413,Siva,Shiva,Shaiva,Tree,1,,52,0
1779,25.298671,82.969883,Hanuman,Hanuman,Hanuman,Tree,1,,39,0
1780,25.303228,82.967929,"Siva,__ Bir Baabaa","Bir Baba,Shiva","Folk,Shaiva",Free-standing,3,,59,0
1781,25.30528,82.966737,__ Bir Baabaa,Bir Baba,Folk,Free-standing,1,,24,0
1782,25.30731,82.96754,"Siva,Hanuman","Hanuman,Shiva","Hanuman,Shaiva",Free-standing,2,,234,0
1783,25.308302,82.961968,Sitla Maa,Sitala Maa,Goddess,"Free-standing,Tree",1,,368,0
1784,25.305751,82.963449,"__ Maa,Siva","Local Maa,Shiva","Goddess,Shaiva","Free-standing,Tree",2,,109,0
1785,25.305089,82.963533,"Siva,Hanuman","Hanuman,Shiva","Hanuman,Shaiva","Free-standing,Tree",2,,115,0
1786,25.305251,82.964332,"Siva,Hanuman","Hanuman,Shiva","Hanuman,Shaiva",Free-standing,2,,38,0
1787,25.305254,82.964355,Siva,Shiva,Shaiva,Tree-temple,1,,36,0
1788,25.314348,82.967721,__ Bir Baabaa,Bir Baba,Folk,Free-standing,1,,54,0
1789,25.313895,82.967911,"Siva-Parvati,Siva,Ganesh,Krishna,Hanuman,__ Bir Baabaa,Rama family,__ Maa","Bir Baba,Ganesh,Hanuman,Krishna,Local Maa,Rama,Shiva,Shiva-Parvati","Folk,Ganesh,Goddess,Hanuman,Shaiva,Vaishnava","Free-standing,Tree",34,,37,0
1790,25.306437,82.967595,"__ Bir Baabaa,__ Maa","Bir Baba,Local Maa","Folk,Goddess","Free-standing,Tree",2,,161,0
1791,25.306217,82.967576,Siva,Shiva,Shaiva,"Free-standing,Tree",1,,144,0
1792,25.302104,82.968421,"Siva,Siva family","Shiva,Shiva family",Shaiva,"Free-standing,Tree",5,,92,0
1793,25.297546,82.969983,Siva,Shiva,Shaiva,Tree-temple,1,,96,0
1794,25.303496,82.972108,"Krishna,__ Maa","Krishna,Local Maa","Goddess,Vaishnava",Free-standing,2,,271,0
1795,25.301005,82.970754,Hanuman,Hanuman,Hanuman,Tree,1,,15,0
1796,25.309735,82.965072,Siva,Shiva,Shaiva,Free-standing,2,,397,0
1797,25.314453,82.967588,Sitla Maa,Sitala Maa,Goddess,Free-standing,1,,68,0
1798,25.306425,82.96762,"Siva,Siva-Parvati,Hanuman,Ganesh","Ganesh,Hanuman,Shiva,Shiva-Parvati","Ganesh,Hanuman,Shaiva","Free-standing,Tree-temple",6,,162,0
1799,25.320563,83.015337,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,3,,95,3
1800,25.320378,83.01502,__ Bir Baabaa,Bir Baba,Folk,Built into a wall,1,Daitavir baba,58,3
1801,25.320542,83.015128,Ganesh,Ganesh,Ganesh,Built into a wall,1,,75,3
1802,25.320189,83.014213,Siva-Parvati,Shiva-Parvati,Shaiva,Built into a wall,1,,2,3
1803,25.320172,83.014181,Siva,Shiva,Shaiva,Built into a wall,1,,1,3
1804,25.320035,83.015239,Siva,Shiva,Shaiva,"Tree,Tree-temple,Free-standing",1,,70,3
1805,25.320361,83.014334,Sitla Maa,Sitala Maa,Goddess,Built into a wall,1,,18,3
1806,25.320366,83.014323,Ganesh,Ganesh,Ganesh,"Built into a wall,Temple complex",1,,18,3
1807,25.320424,83.014447,"__ Maa,Devi","Devi,Local Maa",Goddess,Tree,1,,22,3
1808,25.320311,83.014323,Hanuman,Hanuman,Hanuman,,1,,12,3
1809,25.320318,83.014322,Hanuman,Hanuman,Hanuman,Tree-temple,1,,13,3
1810,25.320299,83.013591,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,2,,32,3
1811,25.319338,83.013212,Siva,Shiva,Shaiva,Tree,1,,77,3
1812,25.319433,83.013749,Other,Other,Other,Tree,1,,22,3
1813,25.319273,83.013874,Sitla Maa,Sitala Maa,Goddess,Free-standing,1,,28,0
1814,25.319325,83.013925,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,4,,21,0
1815,25.319318,83.013843,Siva,Shiva,Shaiva,Free-standing,1,,24,0
1816,25.320103,83.012855,"Siva,Siva-Parvati,Ganesh","Ganesh,Shiva,Shiva-Parvati","Ganesh,Shaiva",Free-standing,3,,96,3
1817,25.319654,83.012957,"Siva,Siva-Parvati,Hanuman","Hanuman,Shiva,Shiva-Parvati","Hanuman,Shaiva",Free-standing,2,,94,3
1818,25.320843,83.013101,Siva,Shiva,Shaiva,Free-standing,2,,110,3
1819,25.321015,83.013007,"__ Maa,Devi","Devi,Local Maa",Goddess,"Free-standing,Tree",1,,130,3
1820,25.323014,83.013786,Siva,Shiva,Shaiva,Free-standing,1,,316,3
1821,25.322446,83.013358,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Temple complex,2,,265,3
1822,25.322374,83.013345,Hanuman,Hanuman,Hanuman,Temple complex,1,,257,3
1823,25.321775,83.015096,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,1,,183,3
1824,25.321475,83.015038,Hanuman,Hanuman,Hanuman,,1,,150,3
1825,25.321134,83.015054,Siva,Shiva,Shaiva,Built into a wall,1,,116,3
1826,25.32124,83.015119,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,1,,130,3
1827,25.321287,83.015196,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,1,,138,3
1828,25.321279,83.015132,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Temple complex,2,,134,3
1829,25.321283,83.015175,Siva,Shiva,Shaiva,Free-standing,1,,137,3
1830,25.321126,83.014968,Siva,Shiva,Shaiva,Free-standing,1,,111,3
1831,25.317102,82.972279,Hanuman,Hanuman,Hanuman,Free-standing,1,,203,0
1832,25.317452,82.973439,"Siva,Hanuman","Hanuman,Shiva","Hanuman,Shaiva",Free-standing,2,,218,0
1833,25.322388,82.98433,"Siva-Parvati,Hanuman,Ganesh","Ganesh,Hanuman,Shiva-Parvati","Ganesh,Hanuman,Shaiva",Free-standing,5,,892,0
1834,25.323278,82.98573,Devi,Devi,Goddess,Tree-temple,1,,742,0
1835,25.327114,82.988288,"Siva,Hanuman","Hanuman,Shiva","Hanuman,Shaiva",Tree,3,,261,0
1836,25.327682,82.988915,Siva,Shiva,Shaiva,Free-standing,1,,197,0
1837,25.332287,82.996062,"Siva,Hanuman","Hanuman,Shiva","Hanuman,Shaiva",Free-standing,3,,82,0
1838,25.330313,82.992106,"Krishna,Rama-Sita,Hanuman","Hanuman,Krishna,Rama","Hanuman,Vaishnava",Free-standing,6,,297,0
1839,25.333329,82.996541,Siva,Shiva,Shaiva,"Free-standing,Tree-temple",1,,95,0
1840,25.32905,82.993701,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Tree-temple,3,,467,0
1841,25.329065,82.993454,"Rama family,Hanuman,__ Maa","Hanuman,Local Maa,Rama","Goddess,Hanuman,Vaishnava","Free-standing,Tree",5,,454,0
1842,25.321972,83.014545,Sitla Maa,Sitala Maa,Goddess,"Tree,Tree-temple",1,,193,3
1843,25.321442,83.014511,Hanuman,Hanuman,Hanuman,Free-standing,1,Shri sankat haran hanuman Ji,135,3
1844,25.321589,83.014546,"__ Maa,Devi","Devi,Local Maa",Goddess,Tree,1,,151,3
1845,25.321557,83.014585,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,1,,148,3
1846,25.321244,83.013797,"RAMA,Rama-Sita,Rama family,Hanuman","Hanuman,Rama","Hanuman,Vaishnava",Free-standing,5,,125,3
1847,25.320867,83.014008,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Tree,1,Madhyameshwar mahadev,80,3
1848,25.320743,83.014045,Ganesh,Ganesh,Ganesh,Temple complex,1,,65,3
1849,25.320834,83.013899,Siva,Shiva,Shaiva,Tree,1,,79,3
1850,25.320766,83.013886,"__ Maa,Devi","Devi,Local Maa",Goddess,Temple complex,1,,71,3
1851,25.320712,83.014056,Hanuman,Hanuman,Hanuman,Temple complex,1,,62,3
1852,25.320666,83.013854,"Siva,Hanuman,Other,Devi","Devi,Hanuman,Other,Shiva","Goddess,Hanuman,Other,Shaiva",Temple complex,4,,61,3
1853,25.320787,83.014024,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Temple complex,12,,71,3
1854,25.320616,83.014174,"Siva,Siva-Parvati,Siva family","Shiva,Shiva family,Shiva-Parvati",Shaiva,Temple complex,5,,49,3
1855,25.320482,83.014339,Siva,Shiva,Shaiva,Temple complex,1,,30,3
1856,25.320647,83.013838,Siva,Shiva,Shaiva,Temple complex,1,,60,3
1857,25.321565,83.012623,"__ Maa,Devi","Devi,Local Maa",Goddess,Tree,1,,203,3
1858,25.322821,83.012534,"Siva,Siva-Parvati,Hanuman","Hanuman,Shiva,Shiva-Parvati","Hanuman,Shaiva",Free-standing,2,,329,3
1859,25.321577,83.012097,Sitla Maa,Sitala Maa,Goddess,Temple complex,1,,238,3
1860,25.321567,83.012223,Other,Other,Other,Temple complex,1,,229,3
1861,25.321092,83.011437,Sitla Maa,Sitala Maa,Goddess,"Tree,Tree-temple",1,,263,3
1862,25.321124,83.011555,Hanuman,Hanuman,Hanuman,Free-standing,1,,254,3
1863,25.321147,83.011651,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,"Tree-temple,Tree",2,,247,3
1864,25.321222,83.011613,Hanuman,Hanuman,Hanuman,Free-standing,1,,254,3
1865,25.321122,83.011684,Siva,Shiva,Shaiva,"Free-standing,Tree,Tree-temple",2,,242,3
1866,25.321196,83.011373,"RAMA,Rama-Sita,Rama family,Hanuman","Hanuman,Rama","Hanuman,Vaishnava",Built into a wall,4,,274,3
1867,25.320572,83.010734,Sitla Maa,Sitala Maa,Goddess,Free-standing,1,,314,3
1868,25.320641,83.010982,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,2,,291,3
1869,25.320676,83.011199,"__ Maa,Devi","Devi,Local Maa",Goddess,Tree,1,,270,3
1870,25.320554,83.011574,Hanuman,Hanuman,Hanuman,Free-standing,2,,231,3
1871,25.320447,83.01167,Hanuman,Hanuman,Hanuman,"Tree,Tree-temple",1,,219,3
1872,25.319883,83.011258,Hanuman,Hanuman,Hanuman,Free-standing,3,,258,3
1873,25.319568,83.01119,Hanuman,Hanuman,Hanuman,Free-standing,1,,270,3
1874,25.319874,83.011426,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,1,,241,3
1875,25.319866,83.011522,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,1,Jambukeshwar mahadev,231,3
1876,25.319848,83.011348,Ganesh,Ganesh,Ganesh,Free-standing,1,Baraganesh mandir,249,3
1877,25.319443,83.011343,Krishna,Krishna,Vaishnava,Free-standing,2,,258,3
1878,25.319607,83.011302,"RAMA,Rama-Sita,Rama family,Hanuman","Hanuman,Rama","Hanuman,Vaishnava",Free-standing,6,,258,3
1879,25.319585,83.011398,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,,1,Chitrakuteshwar mahadev,249,3
1880,25.319589,83.011119,Siva,Shiva,Shaiva,Free-standing,2,Adishakti mahakali,276,3
1881,25.318886,83.011468,"__ Maa,Devi","Devi,Local Maa",Goddess,Built into a wall,1,,260,2
1882,25.318757,83.011888,"Siva,Hanuman","Hanuman,Shiva","Hanuman,Shaiva",Free-standing,2,,224,2
1883,25.319653,83.015424,"Ganesh,Hanuman","Ganesh,Hanuman","Ganesh,Hanuman","Tree,Tree-temple",2,,81,3
1884,25.321194,83.015144,Siva,Shiva,Shaiva,Free-standing,1,Shri sharishwar mahadev,127,3
1885,25.321491,83.013958,"Rama family,Siva family,Siva,Hanuman,Ganesh","Ganesh,Hanuman,Rama,Shiva,Shiva family","Ganesh,Hanuman,Shaiva,Vaishnava",,11,,148,3
1886,25.320779,83.014007,Siva,Shiva,Shaiva,Temple complex,1,,70,3
1887,25.3208,83.014005,Other,Other,Other,"Built into a wall,Temple complex",3,,72,3
1888,25.321214,83.013661,Siva,Shiva,Shaiva,Free-standing,1,,125,3
1889,25.321454,83.01311,Krishna,Krishna,Vaishnava,Built into a wall,2,,167,3
1890,25.321356,83.017551,Krishna,Krishna,Vaishnava,Built into a wall,8,,334,3
1891,25.321136,83.017566,Siva,Shiva,Shaiva,Free-standing,1,,327,3
1892,25.320939,83.017355,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,5,,301,3
1893,25.32103,83.018603,Hanuman,Hanuman,Hanuman,,1,,237,3
1894,25.320985,83.01874,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,2,,223,3
1895,25.320985,83.018771,"__ Maa,Devi","Devi,Local Maa",Goddess,Temple complex,3,,220,3
1896,25.320984,83.018772,"Devi,__ Maa","Devi,Local Maa",Goddess,Temple complex,3,,220,3
1897,25.320779,83.01899,Hanuman,Hanuman,Hanuman,Free-standing,1,,195,3
1898,25.320329,83.01907,Siva,Shiva,Shaiva,Tree,1,,187,3
1899,25.32012,83.019751,Sitla Maa,Sitala Maa,Goddess,Free-standing,1,,125,3
1900,25.32037,83.019693,Ganesh,Ganesh,Ganesh,Free-standing,1,,124,3
1901,25.320639,83.019517,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,3,,141,3
1902,25.320643,83.019564,"Hanuman,Siva","Hanuman,Shiva","Hanuman,Shaiva",Free-standing,2,,136,3
1903,25.321395,83.019355,"Devi,__ Maa","Devi,Local Maa",Goddess,Free-standing,1,,178,3
1904,25.321253,83.019907,Sitla Maa,Sitala Maa,Goddess,Free-standing,1,,121,0
1905,25.323322,83.022231,"__ Maa,Devi","Devi,Local Maa",Goddess,Built into a wall,1,,291,0
1906,25.321937,83.016804,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,1,,302,3
1907,25.32159,83.015477,"Other,Siva","Other,Shiva","Other,Shaiva",Free-standing,2,,182,3
1908,25.321833,83.01736,Siva,Shiva,Shaiva,Free-standing,1,,341,3
1909,25.321365,83.017324,"Rama family,Hanuman,Ganesh","Ganesh,Hanuman,Rama","Ganesh,Hanuman,Vaishnava",Built into a wall,8,,314,3
1910,25.321018,83.018779,"Siva,Other","Other,Shiva","Other,Shaiva",Free-standing,2,,220,3
1911,25.320921,83.018795,"Hanuman,Other","Hanuman,Other","Hanuman,Other",Free-standing,2,,216,3
1912,25.320402,83.019272,"Siva-Parvati,Siva,Ganesh","Ganesh,Shiva,Shiva-Parvati","Ganesh,Shaiva",Free-standing,3,,166,3
1913,25.320358,83.020095,__ Bir Baabaa,Bir Baba,Folk,Free-standing,1,,85,3
1914,25.320957,83.01995,"Siva,Ganesh","Ganesh,Shiva","Ganesh,Shaiva",Tree-temple,2,,104,0
1915,25.321578,83.02207,"Krishna,Hanuman","Hanuman,Krishna","Hanuman,Vaishnava","Free-standing,Tree",2,,108,3
1916,25.320853,83.022322,"Siva,Hanuman","Hanuman,Shiva","Hanuman,Shaiva","Free-standing,Tree",2,,82,3
1917,25.333213,82.998811,"Siva,Hanuman","Hanuman,Shiva","Hanuman,Shaiva",Free-standing,3,,92,0
1918,25.333986,83.000737,Siva,Shiva,Shaiva,Tree-temple,2,,303,0
1919,25.334566,83.002646,"Siva,Hanuman,Ganesh","Ganesh,Hanuman,Shiva","Ganesh,Hanuman,Shaiva",Tree-temple,3,,506,0
1920,25.335782,83.005106,"Hanuman,Ganesh","Ganesh,Hanuman","Ganesh,Hanuman",Free-standing,2,,576,0
1921,25.335742,83.00483,"Devi,Other","Devi,Other","Goddess,Other",Free-standing,2,,603,0
1922,25.333903,83.014149,"Siva,Ganesh","Ganesh,Shiva","Ganesh,Shaiva",Tree-temple,2,,297,0
1923,25.332984,83.015385,"Siva,Krishna,Hanuman,Devi","Devi,Hanuman,Krishna,Shiva","Goddess,Hanuman,Shaiva,Vaishnava",Free-standing,8,,449,0
1924,25.33045,83.019281,"Siva family,Hanuman","Hanuman,Shiva family","Hanuman,Shaiva","Free-standing,Tree",4,,351,0
1925,25.327904,83.027706,"Siva,Hanuman,Ganesh","Ganesh,Hanuman,Shiva","Ganesh,Hanuman,Shaiva",Free-standing,5,,375,0
1926,25.327043,83.028815,Devi,Devi,Goddess,Free-standing,1,,448,0
1927,25.322046,83.004209,"Siva,Hanuman,Ganesh","Ganesh,Hanuman,Shiva","Ganesh,Hanuman,Shaiva",Free-standing,3,,517,0
1928,25.321162,83.011667,"Hanuman,Ganesh","Ganesh,Hanuman","Ganesh,Hanuman",Tree,2,,246,3
1929,25.322222,83.011522,"Hanuman,Ganesh,Devi","Devi,Ganesh,Hanuman","Ganesh,Goddess,Hanuman","Free-standing,Tree-temple",3,,330,3
1930,25.321659,83.01208,"Hanuman,Ganesh","Ganesh,Hanuman","Ganesh,Hanuman",Free-standing,3,,246,3
1931,25.321066,83.012274,Hanuman,Hanuman,Hanuman,Free-standing,1,,189,3
1932,25.319213,83.011328,Hanuman,Hanuman,Hanuman,Free-standing,1,,265,2
1933,25.320487,83.016916,"Siva,Hanuman","Hanuman,Shiva","Hanuman,Shaiva",Built into a wall,3,,246,3
1934,25.310287,82.970075,Sitla Maa,Sitala Maa,Goddess,"Free-standing,Built into a wall",3,,96,0
1935,25.310287,82.970075,Sitla Maa,Sitala Maa,Goddess,"Free-standing,Built into a wall",3,,96,0
1936,25.310642,82.969791,Hanuman,Hanuman,Hanuman,Tree-temple,2,,57,0
1937,25.316061,82.969825,__ Bir Baabaa,Bir Baba,Folk,,0,,84,0
1938,25.302119,82.96942,Siva,Shiva,Shaiva,Free-standing,0,,183,0
1939,25.30227,82.969847,"Siva,Siva-Parvati,Ganesh","Ganesh,Shiva,Shiva-Parvati","Ganesh,Shaiva","Tree,Tree-temple",5,,162,0
1940,25.316558,82.971017,"Hanuman,Ganesh,Other","Ganesh,Hanuman,Other","Ganesh,Hanuman,Other",Tree-temple,3,,130,0
1941,25.317056,82.97241,Siva,Shiva,Shaiva,Tree-temple,2,,202,0
1942,25.317377,82.973179,Other,Other,Other,Free-standing,1,,223,0
1943,25.320961,82.980527,"Hanuman,Siva","Hanuman,Shiva","Hanuman,Shaiva","Free-standing,Tree",2,,739,0
1944,25.321532,82.981812,"Siva,Hanuman","Hanuman,Shiva","Hanuman,Shaiva","Free-standing,Temple complex",5,,876,0
1945,25.323266,82.985459,Siva,Shiva,Shaiva,Tree-temple,1,,754,0
1946,25.325505,82.987258,"Siva,Devi,Hanuman,Ganesh","Devi,Ganesh,Hanuman,Shiva","Ganesh,Goddess,Hanuman,Shaiva","Free-standing,Tree,Temple complex",13,,457,0
1947,25.327568,82.988611,Siva,Shiva,Shaiva,Free-standing,1,,209,0
1948,25.329107,82.989414,"Siva,Hanuman,Rama-Sita,Other","Hanuman,Other,Rama,Shiva","Hanuman,Other,Shaiva,Vaishnava",Free-standing,6,,66,0
1949,25.33027,82.992485,Siva,Shiva,Shaiva,Free-standing,1,,330,0
1950,25.333345,82.997131,"Siva,Siva-Parvati","Shiva,Shiva-Parvati",Shaiva,Free-standing,3,,65,0
1951,25.333382,82.997278,Siva,Shiva,Shaiva,Free-standing,1,,65,0
1952,25.333158,82.996577,Hanuman,Hanuman,Hanuman,Tree-temple,1,,78,0
1953,25.333115,82.996936,Hanuman,Hanuman,Hanuman,Free-standing,1,,51,0
1954,25.334254,83.001732,"Siva,Other","Other,Shiva","Other,Shaiva",Free-standing,3,,408,0
1955,25.335315,83.00487,Siva,Shiva,Shaiva,Free-standing,1,,595,0
1956,25.33369,83.013849,Krishna,Krishna,Vaishnava,Free-standing,2,,276,0
1957,25.33407,83.013631,Siva,Shiva,Shaiva,Free-standing,2,,242,0
1958,25.334171,83.013489,"Hanuman,Siva","Hanuman,Shiva","Hanuman,Shaiva",Tree-temple,2,,225,0
1959,25.330327,83.020624,Siva,Shiva,Shaiva,Tree-temple,1,,416,0
1960,25.33055,83.020898,"Siva,Hanuman","Hanuman,Shiva","Hanuman,Shaiva",Tree-temple,4,,380,0
1961,25.33042,83.021457,"Siva,Other","Other,Shiva","Other,Shaiva","Free-standing,Tree",2,,342,0
1962,25.33038,83.021913,Siva,Shiva,Shaiva,Tree,1,,310,0
1963,25.330324,83.022382,"Ganesh,Siva","Ganesh,Shiva","Ganesh,Shaiva",Tree,2,,283,0
1964,25.329777,83.023489,Other,Other,Other,Tree-temple,1,,291,0
1965,25.330139,83.023573,Siva,Shiva,Shaiva,Tree-temple,1,,250,0
1966,25.330843,83.024565,Hanuman,Hanuman,Hanuman,Free-standing,1,,171,0
1967,25.327828,83.027885,Other,Other,Other,Free-standing,1,,378,0
1968,25.326982,83.02948,Hanuman,Hanuman,Hanuman,Tree-temple,1,,451,0
1969,25.327356,83.034169,Hanuman,Hanuman,Hanuman,Free-standing,1,,288,0
1970,25.321439,83.005953,Hanuman,Hanuman,Hanuman,Free-standing,1,,455,0
1971,25.321138,83.011546,Other,Other,Other,Tree-temple,1,,256,3
1972,25.321155,83.011598,Hanuman,Hanuman,Hanuman,Free-standing,1,,252,3
1973,25.321154,83.011562,Hanuman,Hanuman,Hanuman,Tree-temple,1,,255,3
1974,25.32218,83.011777,"Siva,Other","Other,Shiva","Other,Shaiva",Free-standing,11,,309,3
1975,25.320873,83.013966,"Siva,Hanuman,Other,__ Bir Baabaa","Bir Baba,Hanuman,Other,Shiva","Folk,Hanuman,Other,Shaiva","Free-standing,Tree,Temple complex",8,,81,3
